YouTube,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,keynote,Miko Pawlikowski,1,1,SRE Author,Miko Pawlikowski.png,https://www.linkedin.com/in/mikolajpawlikowski/,,@mikopawlikowski,,Keynote: The Evolution of Ops,Let's explore how the Ops landscape has evolved in recent years and examine key trends shaping its future.,,
,confirmed,Rajani Ekunde,1,1,GlobalLogic,Rajani Ekunde.png,https://www.linkedin.com/in/rajani103/,,@misalpavv,,Platform Engineering: A Foundation for AIOps in SRE Practices,"This talk focuses on empowering Site Reliability Engineers (SREs) to incorporate sustainability into their operational practices. By integrating metrics such as energy consumption, carbon intensity, and renewable energy usage into observability dashboards, SREs gain real-time visibility into the environmental impact of their systems. This approach enables teams to identify optimization opportunities, make carbon-aware decisions, and balance reliability with eco-conscious goals. With actionable insights, SREs can reduce their organization's carbon footprint while maintaining system performance and uptime, fostering a culture of sustainability in tech operations. It's reliability meets responsibility for a greener future.",,Docker Captain DevOps Engineer @GlobalLogic WTM Ambassador Public Speaker
