YouTube,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,keynote,Miko Pawlikowski,1,1,SRE Author,Miko Pawlikowski.png,https://www.linkedin.com/in/mikolajpawlikowski/,,@mikopawlikowski,,Keynote: 7 Deadly Traps of SRE,"Site Reliability Engineering was never meant to be about firefighting, yet too many teams find themselves stuck in an endless cycle of pages, postmortems, and quick fixes. Why? Because SRE is full of hidden traps — patterns that look like best practices on the surface but slowly erode reliability, burn out engineers, and stall progress.

In this talk, we’ll expose the 7 Deadly Traps of SRE, from the obsession with chasing “five nines,” to the cult of on-call heroism, to the false comfort of tooling and checklists. For each trap, we’ll unpack why it’s so seductive, how it quietly sabotages your team, and what to do instead.

You’ll walk away with a clearer lens on the pitfalls holding SRE organizations back, and a practical playbook to help your team escape firefighting mode and reclaim the true purpose of SRE: building systems - and cultures - that are resilient, scalable, and human-friendly.",,"Miko Pawlikowski is an SRE Author and a platform engineer at Quadrature. He has led large-scale infrastructure and SRE initiatives at Citadel and Bloomberg, with deep expertise in Kubernetes, cloud computing, and chaos engineering. Passionate about building resilient systems and communities, he brings together engineers worldwide through conferences and media projects."
,confirmed,Kyle Forster,1,1,RunWhen,Kyle Forster.png,https://www.linkedin.com/in/kyforster/,,,,Building a business case for AI SRE tools,"Interested in AI SRE to investigate your alerts?  Pipeline failures?  Help with developer questions?

Building a business case your CFO will love WITHOUT losing headcount is key to making these projects successful.  We can share what learned from the last year of helping teams do this.",,"Kyle Forster is the Founder of RunWhen, a company pioneering the use of AI for troubleshooting mission critical applications in dev, test and production environments.  Prior to RunWhen, Kyle was the Senior Director for Product Management in Google's Kubernetes team.  He is a second time founder, having previously started Big Switch Networks, a pioneer in Software Defined Networking (acquired by Arista Networks).  Kyle started his career at Cisco after doing an MBA and MS in Computer Science from Stanford University and an MSE in Electrical Engineering from Princeton University.  He currently holds six patents in wireless and software defined networking technologies lives with his wife, three children and two dogs in the greater London area where he recently settled after relocating from Silicon Valley."
,confirmed,Spiros Economakis,1,1,NOFire AI,Spiros Economakis.png,https://www.linkedin.com/in/spirosoik/,,spirosoik,,How AI is redefining SRE and Customer Experience,"AI is reshaping SRE, but the real opportunity isn’t faster RCA, it’s building proactive, customer-centered reliability. This talk explores how AI and culture together move us from firefighting to foresight.",,"Spiros Economakis is the founder and CEO of NOFire.ai, where he’s rethinking how AI can help engineering teams build reliable systems that don’t just recover faster but fail less often.

He’s spent over fifteen years as an engineer and leader across startups and large-scale platforms, bridging the gap between DevOps, SRE, and AI. His writing on Reliability Engineering has influenced how teams think about ownership, causality, and the future of observability.

Spiros speaks and writes with a rare blend of technical depth and human perspective always focused on one thing: how teams can understand systems deeply enough to build with confidence."
,confirmed,Ozan Kasikci,1,1,Longhorn Games,Ozan Kasikci.png,https://www.linkedin.com/in/ozankasikci/,,,,Zero-Downtime Updates: How to Evolve Fast Without Breaking Everything,How do you ship multiple times a week without your users noticing — except for improvements? This talk explores modern zero-downtime deployment strategies and observability patterns that let teams move fast while keeping uptime close to 100%.,,"I'm an entrepreneur and software engineer with more than 12 years of experience. I worked in four different startups before co‑founding Longhorn Games where we build mobile games. My background spans backend development and DevOps, and I've built CI/CD pipelines, test automation systems, and cloud infrastructure for servers, databases, and networks at various startups. This experience gives me deep insight into startup culture and the technical challenges companies face as they grow."
,confirmed,Israel Blancas,1,1,Coralogix,Israel Blancas.png,https://www.linkedin.com/in/iblancasa,,,,From Data to Diagnosis: Leveraging Observability for Application Success,"This talk combines multiple open source projects and show how some real environments are environments are observed on production: OpenTelemetry, Prometheus, Jaeger, Istio, Kiali and Kubernetes. What else can you ask for?",,Software Engineer @ Coralogix doing observability stuff. Google Developer Expert in Google Cloud. 
