YouTube,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,keynote,Miko Pawlikowski,1,1,SRE Author,Miko Pawlikowski.png,https://www.linkedin.com/in/mikolajpawlikowski/,,@mikopawlikowski,,Keynote: The Evolution of Ops,Let's explore how the Ops landscape has evolved in recent years and examine key trends shaping its future.,,
,confirmed,Erez Rusovsky,1,1,Sawmills,Erez Rusovsky.png,https://www.linkedin.com/in/erez-rusovsky-3a458850/,,@erezroso,,CAP Theorem Reloaded- AKA How to Optimize Distribution of Telemetry Data,"The backbone of SRE - like all engineering, is monitoring and observability.  When designing and implementing platforms, understanding how monitoring and observability telemetry data impacts your systems is critical to scale.","At modern cloud-fleet scale, and as systems grow more complex, the volume of telemetry data in the form of logs, metrics, and traces sent to observability (o11y) systems can quickly exceed manageable limits.   This talk dives into tried and true methods for defining and enforcing telemetry data quotas for OpenTelemetry (OTel) Collectors, based on CAP Theorem. We have been applying the principles of CAP Theorem to provide the framework for achieving better telemetry volume & distribution. Through our research & application, we'll share strategies for efficiently measuring data from multiple OTel agents, ensuring rule-based data distribution & addressing the practical implications of the CAP Theorem within telemetry pipelines for cloud native systems. By reframing CAP principles in the context of telemetry data, we'll consider trade-offs between consistency, availability, and partition tolerance when scaling and managing quotas across distributed systems.","Erez Rusovsky is a seasoned entrepreneur and technology leader with extensive experience in DevOps, observability, and product innovation. He currently serves as the Co-Founder & CPO of Sawmills, a cutting-edge SaaS platform revolutionizing telemetry data management to help companies reduce costs and improve the quality of their observability data.

Erez  has a technical background as DevOps Engineer, monitoring large-scale grid compute infrastructures. He co-founded Rollout.io, a feature flagging as a service company, where he served as CEO. Under his leadership, Rollout.io raised $7M in funding, launched two developer focused products, achieved millions in revenue, and was successfully acquired by CloudBees. Following the acquisition, Erez spearheaded the feature flagging product, a modern CI solution, and  played a pivotal role in driving the vision and execution of a next-generation cloud-native software delivery platform. "
,confirmed,Francois Martel,1,1,Neubird AI,Francois Martel.png,https://www.linkedin.com/in/martelcloud/,,,,AI Teammates for SREs: How will they impact SRE Teams?,"Explore how AI teammates are revolutionizing SRE work by handling routine investigations, providing context-aware analysis, and enabling teams to focus on engineering. Learn about real implementation challenges and how to prepare your team for this transformation.","This talk explores the emerging paradigm of AI-powered teammates in Site Reliability Engineering, examining how they're reshaping traditional SRE workflows and team dynamics. We'll dive into:  ### From Tools to Teammates - Why traditional dashboards and automation aren't enough for modern cloud complexity - Key capabilities of AI teammates:   - Autonomous investigation across multiple data sources   - Context-aware analysis that understands system relationships   - Root cause analysis and remediation recommendations   - Accuracy and explainability  ### Real-world Examples - How AI teammates handle routine investigations - Collaboration patterns between human and AI SREs - Impact on MTTR and team dynamics - Common implementation challenges and solutions  ### Practical Guidance - Preparing teams for AI collaboration - Building trust between human and AI teammates - Measuring success beyond traditional metrics - Future implications for SRE career development  ### Key Takeaways Attendees will leave understanding: - How to evaluate AI teammate capabilities - Best practices for implementation - Ways to maximize team effectiveness - Strategies for addressing common concerns  This talk is ideal for SRE managers, team leads, and practitioners interested in understanding how AI teammates will transform their daily operations and long-term career trajectories.  The presentation will include real examples while maintaining vendor neutrality, focusing on principles and practices that apply across different AI implementations.","François Martel is a Field CTO at Neubird.ai, where he helps enterprise SRE teams transform their operations through Generative AI. With over two decades of experience in cloud architecture and AI/ML, François specializes in addressing fundamental challenges in modern IT operations through Hawkeye, a GenAI-powered SRE solution that automates routine investigations and enables engineering teams to focus on strategic innovation.

Previously at Amazon, François led Analytics and AI/ML initiatives for Financial Services, developing comprehensive GenAI programs and driving enterprise-scale transformations. He brings deep technical expertise in cloud-native architecture, machine learning, and distributed systems, holding certifications in AWS Solution Architecture, Analytics, ML, and Generative AI, along with Kubernetes administration.

Connect with François to discuss the future of SRE, GenAI's impact on IT operations, and building resilient engineering teams."
