YouTube,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,keynote,Ale Paredes,1,1,Viam,Ale Paredes.png,https://www.linkedin.com/in/ale7714/,,,,Panel Discussion,"Join us for an exclusive panel featuring top DevOps and SRE engineers who are at the cutting edge of blending hardware and software. They’ll dive deep into the unique challenges of managing infrastructure, optimizing performance, and ensuring flawless integration between the physical and digital realms. Expect insider tips, innovative solutions, and a firsthand look at what it takes to excel in this dynamic field—perfect for anyone looking to elevate their DevOps and SRE game!",,"Currently, Ale is the Director of Engineering at Viam. With a strong background in tech leadership, she has driven impactful projects at companies like Stripe and Code Climate, advancing product scalability, reliability, and team performance. As the co-founder of Latinas in Tech NYC, Ale advocates for diversity and inclusion in the tech industry. She is passionate about fostering a collaborative environment where everyone can grow their skills, deliver impactful solutions, and build resilient, scalable systems."
,keynote,Miko Pawlikowski,1,1,SRE Author,Miko Pawlikowski.png,https://www.linkedin.com/in/mikolajpawlikowski/,,@mikopawlikowski,,Keynote: The Evolution of Ops,Let's explore how the Ops landscape has evolved in recent years and examine key trends shaping its future.,,
,confirmed,Michael Levan,1,1,,Michael Levan.png,https://www.linkedin.com/in/michaellevan/,,@TheNJDevOpsGuy,,Wasm On Kubernetes: Theory And Implementation,"There was a time where discussions were occurring on Wasm being the next thing and ""taking down"" Kubernetes.

Then, everyone quickly realized that Wasm is a runtime, and because of that, it needs a place to run.

There are a ton of places where Wasm can run - locally, in serverless functions, on a VM, and even in Docker.

One of the best places for Wasm to run is with the world's largest orchestrator, Kubernetes.

In this session, you'll learn about:

* How Wasm and Kubernetes work together.
* How to create a Wasm binary via a container image.
* How to run the Wasm binary in Kubernetes.
* What runtime availability a k8s cluster needs to ensure that Wasm runs properly.",,"Michael Levan is a Distinguished Engineer in the Kubernetes and Security space who spends his time working with startups and enterprises around the globe on Kubernetes consulting, training, and content creation. He is a trainer, 4x published author, podcast host, international public speaker, CNCF Ambassador, and was part of the Kubernetes v1.28 Release Team.
Want to see what he is up to? https://www.michaellevan.net/"
