YouTube,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,keynote,Tina Huang,1,1,Harness,Tina Huang.png,https://www.linkedin.com/in/tinahuang2/,,,,Keynote: AI and SRE: Embracing the Ultimate Frontier of Automation,"Many SREs view AI with a sense of uncertainty or even fear, worried about what it might mean for their role. But automation has always been a core principle of SRE, and AI should be seen as a leap forward in that mission—the ultimate automation frontier. For decades, we’ve sought to automate repetitive tasks and streamline operations, only to encounter fragile, incomplete solutions. AI offers the potential to overcome those limitations, tackling complex tasks that have long resisted automation. Importantly, AI doesn’t replace the human element in SRE; it enhances it. By eliminating the toil of manual, repetitive work, AI allows SREs to focus on higher-level strategic thinking, creative problem-solving, and driving innovation. In essence, AI helps bring humanity back into the role, empowering SREs to do what they do best—keeping systems reliable, resilient, and ready for the future.",,"Tina Huang is a VP of Product and Engineering at Harness. Previously, she was the founder and CTO of Transposit, an AI-powered incident management platform. Tina advocates for a human-centric approach to solving complex engineering challenges, focusing on leveraging AI to augment human capabilities rather than replace them.
Tina began her career at Apple, where she designed and built APIs for the company’s application framework. As one of Google’s early engineers, she worked on the Blogger team and was instrumental in re-architecting the Google News frontend. At Twitter, she led the architecture, scaling, and operation of the company’s notification platform and also contributed to the developer productivity and build tools team. These experiences fueled her passion for enhancing DevOps and optimizing engineering workflows.
Tina holds a degree in electrical engineering and computer science from the Massachusetts Institute of Technology. She also studied humanities at the University of Chicago, shaping her perspective on human-technology interaction."
,keynote,Miko Pawlikowski,1,1,SRE Author,Miko Pawlikowski.png,https://www.linkedin.com/in/mikolajpawlikowski/,,@mikopawlikowski,,Keynote: SRE in 2025,"Come and explore the landscape of SRE as it is in 2025, with the new trends, techniques and tools on the horizon.",,
,confirmed,Siri Varma Vegiraju,1,1,Microsoft,Siri Varma Vegiraju.png,https://linkedin.com/in/sirivarma,,,,From Code to Cloud: Embedding Security in Every Step,In this talk we will explore how to embed security into every stage of the software delivery process. Learn key security checkpoints and discover effective strategies to protect them for a seamless deployment from development to production.,"As developers strive to move fast, security cannot be an afterthought. This talk explores how to embed DevSecOps practices throughout the software delivery process, from writing code on the developer's machine to its deployment in production. We’ll discuss critical security checkpoints from developer machines to production deployment, and effective strategies to ensure a seamless, secure deployment. Join us to learn how to protect your application delivery pipeline!","Siri Varma Vegiraju is a seasoned professional in healthcare, cloud computing, and security. Currently, he focuses on securing Azure Cloud workloads, leveraging his extensive experience in distributed systems and real-time streaming solutions. Prior to his current role, Siri contributed significantly to cloud observability platforms and multi-cloud environments. He has demonstrated his expertise through notable achievements in various competitive events and as a judge and technical reviewer for leading publications. Siri frequently speaks at industry conferences on topics related to Cloud and Security and holds a Masters Degree from University of Texas, Arlington with a specialization in Computer Science."
